iso_code,continent,location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,population,median_age,gdp_per_capita,human_development_index,CPI_score_2020,vaccines_used
LBN,Asia,Lebanon,2021-04-01,471962,6286,69147.463,920.966,0,0,222332,136761,85571,3.26,2,1.25,6825442,31.1,13367.565,0.744,25,Gamaleya - Sputnik V
LBN,Asia,Lebanon,2021-04-01,471962,6286,69147.463,920.966,0,0,222332,136761,85571,3.26,2,1.25,6825442,31.1,13367.565,0.744,25,Pfizer BioNTech - Comirnaty
LSO,Africa,Lesotho,2021-04-01,10706,315,4997.545,147.042,0,0,0,0,0,0,0,0,2142252,22.2,2851.153,0.527,41,SII - Covishield
LBR,Africa,Liberia,2021-04-01,2042,85,403.743,16.806,0,0,0,0,0,0,0,0,5057677,19.2,752.788,0.48,28,SII - Covishield
LBY,Africa,Libya,2021-04-01,159980,2680,23282.392,390.029,0,0,0,0,0,0,0,0,6871287,29,17881.509,0.724,17,AstraZeneca - AZD1222
LBY,Africa,Libya,2021-04-01,159980,2680,23282.392,390.029,0,0,0,0,0,0,0,0,6871287,29,17881.509,0.724,17,Janssen - Ad26.COV 2.5
LBY,Africa,Libya,2021-04-01,159980,2680,23282.392,390.029,0,0,0,0,0,0,0,0,6871287,29,17881.509,0.724,17,Moderna - mRNA-1273
LBY,Africa,Libya,2021-04-01,159980,2680,23282.392,390.029,0,0,0,0,0,0,0,0,6871287,29,17881.509,0.724,17,Pfizer BioNTech - Comirnaty
LIE,Europe,Liechtenstein,2021-04-01,2675,56,70141.857,1468.39,34038,892.519,6298,4217,2081,16.51,11.06,5.46,38137,43.7,NA,0.919,NA,Moderna - mRNA-1273
LIE,Europe,Liechtenstein,2021-04-01,2675,56,70141.857,1468.39,34038,892.519,6298,4217,2081,16.51,11.06,5.46,38137,43.7,NA,0.919,NA,Pfizer BioNTech - Comirnaty
LTU,Europe,Lithuania,2021-04-01,217005,3583,79714.108,1316.171,2405667,883.692,536647,367116,169531,19.71,13.49,6.23,2722291,43.5,29524.265,0.882,60,AstraZeneca - AZD1222
LTU,Europe,Lithuania,2021-04-01,217005,3583,79714.108,1316.171,2405667,883.692,536647,367116,169531,19.71,13.49,6.23,2722291,43.5,29524.265,0.882,60,Moderna - mRNA-1273
LTU,Europe,Lithuania,2021-04-01,217005,3583,79714.108,1316.171,2405667,883.692,536647,367116,169531,19.71,13.49,6.23,2722291,43.5,29524.265,0.882,60,Pfizer BioNTech - Comirnaty
LUX,Europe,Luxembourg,2021-04-01,61881,749,98855.228,1196.531,2426180,3875.835,99356,75862,23494,15.87,12.12,3.75,625976,39.7,94277.965,0.916,80,AstraZeneca - AZD1222
LUX,Europe,Luxembourg,2021-04-01,61881,749,98855.228,1196.531,2426180,3875.835,99356,75862,23494,15.87,12.12,3.75,625976,39.7,94277.965,0.916,80,Janssen - Ad26.COV 2.5
LUX,Europe,Luxembourg,2021-04-01,61881,749,98855.228,1196.531,2426180,3875.835,99356,75862,23494,15.87,12.12,3.75,625976,39.7,94277.965,0.916,80,Moderna - mRNA-1273
LUX,Europe,Luxembourg,2021-04-01,61881,749,98855.228,1196.531,2426180,3875.835,99356,75862,23494,15.87,12.12,3.75,625976,39.7,94277.965,0.916,80,Pfizer BioNTech - Comirnaty
MDG,Africa,Madagascar,2021-04-01,24696,433,891.842,15.637,144795,5.229,0,0,0,0,0,0,27691019,19.6,1416.44,0.528,25,NA
MWI,Africa,Malawi,2021-04-01,33584,1118,1755.571,58.442,0,0,144979,144979,0,0.76,0.76,0,19129955,18.1,1095.042,0.483,30,SII - Covishield
MYS,Asia,Malaysia,2021-04-01,346678,1278,10711.179,39.486,7711350,238.255,740226,498468,241758,2.29,1.54,0.75,32365998,29.9,26808.164,0.81,51,AstraZeneca - AZD1222
MYS,Asia,Malaysia,2021-04-01,346678,1278,10711.179,39.486,7711350,238.255,740226,498468,241758,2.29,1.54,0.75,32365998,29.9,26808.164,0.81,51,CanSino - Ad5-nCOV
MYS,Asia,Malaysia,2021-04-01,346678,1278,10711.179,39.486,7711350,238.255,740226,498468,241758,2.29,1.54,0.75,32365998,29.9,26808.164,0.81,51,Gamaleya - Sputnik V
MYS,Asia,Malaysia,2021-04-01,346678,1278,10711.179,39.486,7711350,238.255,740226,498468,241758,2.29,1.54,0.75,32365998,29.9,26808.164,0.81,51,Pfizer BioNTech - Comirnaty
MYS,Asia,Malaysia,2021-04-01,346678,1278,10711.179,39.486,7711350,238.255,740226,498468,241758,2.29,1.54,0.75,32365998,29.9,26808.164,0.81,51,Sinovac - CoronaVac
MDV,Asia,Maldives,2021-04-01,24379,67,45101.028,123.95,647062,1197.061,240773,240773,0,44.54,44.54,0,540542,30.6,15183.616,0.74,43,Beijing CNBG - Inactivated
MDV,Asia,Maldives,2021-04-01,24379,67,45101.028,123.95,647062,1197.061,240773,240773,0,44.54,44.54,0,540542,30.6,15183.616,0.74,43,Pfizer BioNTech - Comirnaty
MDV,Asia,Maldives,2021-04-01,24379,67,45101.028,123.95,647062,1197.061,240773,240773,0,44.54,44.54,0,540542,30.6,15183.616,0.74,43,SII - Covishield
MLI,Africa,Mali,2021-04-01,10199,386,503.634,19.061,0,0,0,0,0,0,0,0,20250834,16.4,2014.306,0.434,30,SII - Covishield
MLT,Europe,Malta,2021-04-01,29085,394,65871.871,892.333,811102,1836.988,203553,147956,55597,46.1,33.51,12.59,441539,42.4,36513.323,0.895,53,AstraZeneca - AZD1222
MLT,Europe,Malta,2021-04-01,29085,394,65871.871,892.333,811102,1836.988,203553,147956,55597,46.1,33.51,12.59,441539,42.4,36513.323,0.895,53,Moderna - mRNA-1273
MLT,Europe,Malta,2021-04-01,29085,394,65871.871,892.333,811102,1836.988,203553,147956,55597,46.1,33.51,12.59,441539,42.4,36513.323,0.895,53,Pfizer BioNTech - Comirnaty
MHL,Oceania,Marshall Islands,2021-04-01,4,0,67.574,0,0,0,0,0,0,0,0,0,59194,23.8,3819.202,0.704,NA,Pfizer BioNTech - Comirnaty
MRT,Africa,Mauritania,2021-04-01,17878,449,3845.012,96.566,0,0,1366,1366,0,0.03,0.03,0,4649660,20.3,3597.633,0.546,29,Beijing CNBG - Inactivated
MRT,Africa,Mauritania,2021-04-01,17878,449,3845.012,96.566,0,0,1366,1366,0,0.03,0.03,0,4649660,20.3,3597.633,0.546,29,SII - Covishield
MUS,Africa,Mauritius,2021-04-01,1039,12,816.974,9.436,0,0,0,0,0,0,0,0,1271767,37.4,20292.745,0.804,53,Beijing CNBG - Inactivated
MUS,Africa,Mauritius,2021-04-01,1039,12,816.974,9.436,0,0,0,0,0,0,0,0,1271767,37.4,20292.745,0.804,53,Bharat - Covaxin
MUS,Africa,Mauritius,2021-04-01,1039,12,816.974,9.436,0,0,0,0,0,0,0,0,1271767,37.4,20292.745,0.804,53,SII - Covishield
MEX,North America,Mexico,2021-04-01,2244268,203664,17406.5,1579.614,5751184,44.606,0,0,0,0,0,0,128932753,29.3,17336.469,0.779,31,AstraZeneca - AZD1222
MEX,North America,Mexico,2021-04-01,2244268,203664,17406.5,1579.614,5751184,44.606,0,0,0,0,0,0,128932753,29.3,17336.469,0.779,31,CanSino - Ad5-nCOV
MEX,North America,Mexico,2021-04-01,2244268,203664,17406.5,1579.614,5751184,44.606,0,0,0,0,0,0,128932753,29.3,17336.469,0.779,31,Gamaleya - Sputnik V
MEX,North America,Mexico,2021-04-01,2244268,203664,17406.5,1579.614,5751184,44.606,0,0,0,0,0,0,128932753,29.3,17336.469,0.779,31,Pfizer BioNTech - Comirnaty
MEX,North America,Mexico,2021-04-01,2244268,203664,17406.5,1579.614,5751184,44.606,0,0,0,0,0,0,128932753,29.3,17336.469,0.779,31,Sinovac - CoronaVac
FSM,Oceania,Micronesia (country),2021-04-01,1,0,8.694,0,0,0,0,0,0,0,0,0,115021,23,3299.464,0.62,NA,AstraZeneca - AZD1222
FSM,Oceania,Micronesia (country),2021-04-01,1,0,8.694,0,0,0,0,0,0,0,0,0,115021,23,3299.464,0.62,NA,Pfizer BioNTech - Comirnaty
MDA,Europe,Moldova,2021-04-01,231756,5003,57451.196,1240.22,0,0,42154,42154,0,1.04,1.04,0,4033963,37.6,5189.972,0.75,34,AstraZeneca - AZD1222
MDA,Europe,Moldova,2021-04-01,231756,5003,57451.196,1240.22,0,0,42154,42154,0,1.04,1.04,0,4033963,37.6,5189.972,0.75,34,Beijing CNBG - Inactivated
MDA,Europe,Moldova,2021-04-01,231756,5003,57451.196,1240.22,0,0,42154,42154,0,1.04,1.04,0,4033963,37.6,5189.972,0.75,34,Pfizer BioNTech - Comirnaty
MCO,Europe,Monaco,2021-04-01,2305,28,58735.093,713.485,0,0,0,0,0,0,0,0,39244,55.4,NA,0.956,NA,Pfizer BioNTech - Comirnaty
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,AstraZeneca - AZD1222
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,Beijing CNBG - Inactivated
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,Gamaleya - Sputnik V
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,Moderna - mRNA-1273
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,Pfizer BioNTech - Comirnaty
MNG,Asia,Mongolia,2021-04-01,8841,8,2696.831,2.44,2263366,690.41,311262,0,0,9.49,0,0,3278292,28.6,11840.846,0.737,35,SII - Covishield
MNE,Europe,Montenegro,2021-04-01,91573,1286,145802.484,2047.569,0,0,23046,19636,3410,3.67,3.13,0.54,628062,39.1,16409.288,0.829,45,AstraZeneca - AZD1222
MNE,Europe,Montenegro,2021-04-01,91573,1286,145802.484,2047.569,0,0,23046,19636,3410,3.67,3.13,0.54,628062,39.1,16409.288,0.829,45,Beijing CNBG - Inactivated
MNE,Europe,Montenegro,2021-04-01,91573,1286,145802.484,2047.569,0,0,23046,19636,3410,3.67,3.13,0.54,628062,39.1,16409.288,0.829,45,Gamaleya - Sputnik V
MAR,Africa,Morocco,2021-04-01,496676,8825,13456.204,239.091,0,0,8096454,4329244,3767210,21.94,11.73,10.21,36910558,29.6,7485.013,0.686,40,AstraZeneca - AZD1222
MAR,Africa,Morocco,2021-04-01,496676,8825,13456.204,239.091,0,0,8096454,4329244,3767210,21.94,11.73,10.21,36910558,29.6,7485.013,0.686,40,Beijing CNBG - Inactivated
MAR,Africa,Morocco,2021-04-01,496676,8825,13456.204,239.091,0,0,8096454,4329244,3767210,21.94,11.73,10.21,36910558,29.6,7485.013,0.686,40,Gamaleya - Sputnik V
MAR,Africa,Morocco,2021-04-01,496676,8825,13456.204,239.091,0,0,8096454,4329244,3767210,21.94,11.73,10.21,36910558,29.6,7485.013,0.686,40,Janssen - Ad26.COV 2.5
MOZ,Africa,Mozambique,2021-04-01,67729,775,2166.951,24.796,482221,15.428,0,0,0,0,0,0,31255435,17.7,1136.103,0.456,25,Beijing CNBG - Inactivated
MOZ,Africa,Mozambique,2021-04-01,67729,775,2166.951,24.796,482221,15.428,0,0,0,0,0,0,31255435,17.7,1136.103,0.456,25,SII - Covishield
MMR,Asia,Myanmar,2021-04-01,142466,3206,2618.389,58.923,0,0,0,0,0,0,0,0,54409794,29.1,5591.597,0.583,28,SII - Covishield
NAM,Africa,Namibia,2021-04-01,44374,528,17463.781,207.799,349054,137.373,1851,1851,0,0.07,0.07,0,2540916,22,9541.808,0.646,51,Beijing CNBG - Inactivated
NAM,Africa,Namibia,2021-04-01,44374,528,17463.781,207.799,349054,137.373,1851,1851,0,0.07,0.07,0,2540916,22,9541.808,0.646,51,SII - Covishield
NPL,Asia,Nepal,2021-04-01,277461,3031,9522.697,104.026,2275540,78.098,0,0,0,0,0,0,29136808,25,2442.804,0.602,33,Beijing CNBG - Inactivated
NPL,Asia,Nepal,2021-04-01,277461,3031,9522.697,104.026,2275540,78.098,0,0,0,0,0,0,29136808,25,2442.804,0.602,33,Bharat - Covaxin
NPL,Asia,Nepal,2021-04-01,277461,3031,9522.697,104.026,2275540,78.098,0,0,0,0,0,0,29136808,25,2442.804,0.602,33,Gamaleya - Sputnik V
NPL,Asia,Nepal,2021-04-01,277461,3031,9522.697,104.026,2275540,78.098,0,0,0,0,0,0,29136808,25,2442.804,0.602,33,SII - Covishield
NLD,Europe,Netherlands,2021-04-01,1301127,16713,75934.441,975.379,0,0,0,0,0,0,0,0,17134873,43.2,48472.545,0.944,82,AstraZeneca - AZD1222
NLD,Europe,Netherlands,2021-04-01,1301127,16713,75934.441,975.379,0,0,0,0,0,0,0,0,17134873,43.2,48472.545,0.944,82,Janssen - Ad26.COV 2.5
NLD,Europe,Netherlands,2021-04-01,1301127,16713,75934.441,975.379,0,0,0,0,0,0,0,0,17134873,43.2,48472.545,0.944,82,Moderna - mRNA-1273
NLD,Europe,Netherlands,2021-04-01,1301127,16713,75934.441,975.379,0,0,0,0,0,0,0,0,17134873,43.2,48472.545,0.944,82,Pfizer BioNTech - Comirnaty
NZL,Oceania,New Zealand,2021-04-01,2501,26,518.639,5.392,1902915,394.613,80042,63311,16731,1.66,1.31,0.35,4822233,37.9,36085.843,0.931,88,AstraZeneca - AZD1222
NZL,Oceania,New Zealand,2021-04-01,2501,26,518.639,5.392,1902915,394.613,80042,63311,16731,1.66,1.31,0.35,4822233,37.9,36085.843,0.931,88,Janssen - Ad26.COV 2.5
NZL,Oceania,New Zealand,2021-04-01,2501,26,518.639,5.392,1902915,394.613,80042,63311,16731,1.66,1.31,0.35,4822233,37.9,36085.843,0.931,88,Novavax - Covavax
NZL,Oceania,New Zealand,2021-04-01,2501,26,518.639,5.392,1902915,394.613,80042,63311,16731,1.66,1.31,0.35,4822233,37.9,36085.843,0.931,88,Pfizer BioNTech - Comirnaty
NIC,North America,Nicaragua,2021-04-01,6677,178,1007.917,26.87,0,0,0,0,0,0,0,0,6624554,27.3,5321.444,0.66,22,Gamaleya - Sputnik V
NIC,North America,Nicaragua,2021-04-01,6677,178,1007.917,26.87,0,0,0,0,0,0,0,0,6624554,27.3,5321.444,0.66,22,SII - Covishield
NER,Africa,Niger,2021-04-01,5021,187,207.422,7.725,0,0,0,0,0,0,0,0,24206636,15.1,926,0.394,32,Beijing CNBG - Inactivated
NER,Africa,Niger,2021-04-01,5021,187,207.422,7.725,0,0,0,0,0,0,0,0,24206636,15.1,926,0.394,32,SII - Covishield
NGA,Africa,Nigeria,2021-04-01,162997,2058,790.712,9.984,0,0,818865,818865,0,0.4,0.4,0,206139587,18.1,5338.454,0.539,25,SII - Covishield
MKD,Europe,North Macedonia,2021-04-01,131424,3810,63082.107,1828.759,632796,303.735,0,0,0,0,0,0,2083380,39.1,13111.214,0.774,35,AstraZeneca - AZD1222
MKD,Europe,North Macedonia,2021-04-01,131424,3810,63082.107,1828.759,632796,303.735,0,0,0,0,0,0,2083380,39.1,13111.214,0.774,35,Gamaleya - Sputnik V
MKD,Europe,North Macedonia,2021-04-01,131424,3810,63082.107,1828.759,632796,303.735,0,0,0,0,0,0,2083380,39.1,13111.214,0.774,35,Pfizer BioNTech - Comirnaty
NOR,Europe,Norway,2021-04-01,96770,673,17850.153,124.141,4608115,850.011,987554,702672,284882,18.22,12.96,5.25,5421242,39.7,64800.057,0.957,84,AstraZeneca - AZD1222
NOR,Europe,Norway,2021-04-01,96770,673,17850.153,124.141,4608115,850.011,987554,702672,284882,18.22,12.96,5.25,5421242,39.7,64800.057,0.957,84,Janssen - Ad26.COV 2.5
NOR,Europe,Norway,2021-04-01,96770,673,17850.153,124.141,4608115,850.011,987554,702672,284882,18.22,12.96,5.25,5421242,39.7,64800.057,0.957,84,Moderna - mRNA-1273
NOR,Europe,Norway,2021-04-01,96770,673,17850.153,124.141,4608115,850.011,987554,702672,284882,18.22,12.96,5.25,5421242,39.7,64800.057,0.957,84,Pfizer BioNTech - Comirnaty
OMN,Asia,Oman,2021-04-01,160018,1681,31335.392,329.18,0,0,0,0,0,0,0,0,5106622,30.7,37960.709,0.813,54,AstraZeneca - AZD1222
OMN,Asia,Oman,2021-04-01,160018,1681,31335.392,329.18,0,0,0,0,0,0,0,0,5106622,30.7,37960.709,0.813,54,Pfizer BioNTech - Comirnaty
OMN,Asia,Oman,2021-04-01,160018,1681,31335.392,329.18,0,0,0,0,0,0,0,0,5106622,30.7,37960.709,0.813,54,SII - Covishield
PAK,Asia,Pakistan,2021-04-01,678165,14613,3070.116,66.154,10247374,46.391,0,0,0,0,0,0,220892331,23.5,5034.708,0.557,31,Beijing CNBG - Inactivated
PAK,Asia,Pakistan,2021-04-01,678165,14613,3070.116,66.154,10247374,46.391,0,0,0,0,0,0,220892331,23.5,5034.708,0.557,31,CanSino - Ad5-nCOV
PAK,Asia,Pakistan,2021-04-01,678165,14613,3070.116,66.154,10247374,46.391,0,0,0,0,0,0,220892331,23.5,5034.708,0.557,31,Gamaleya - Sputnik V
PAK,Asia,Pakistan,2021-04-01,678165,14613,3070.116,66.154,10247374,46.391,0,0,0,0,0,0,220892331,23.5,5034.708,0.557,31,SII - Covishield
PAK,Asia,Pakistan,2021-04-01,678165,14613,3070.116,66.154,10247374,46.391,0,0,0,0,0,0,220892331,23.5,5034.708,0.557,31,Sinovac - CoronaVac
PSE,Asia,Palestine,2021-04-01,244645,2645,47956.293,518.483,0,0,93217,83822,9395,1.83,1.64,0.18,5101416,20.4,4449.898,0.708,NA,AstraZeneca - AZD1222
PSE,Asia,Palestine,2021-04-01,244645,2645,47956.293,518.483,0,0,93217,83822,9395,1.83,1.64,0.18,5101416,20.4,4449.898,0.708,NA,Beijing CNBG - Inactivated
PSE,Asia,Palestine,2021-04-01,244645,2645,47956.293,518.483,0,0,93217,83822,9395,1.83,1.64,0.18,5101416,20.4,4449.898,0.708,NA,Gamaleya - Sputnik V
PSE,Asia,Palestine,2021-04-01,244645,2645,47956.293,518.483,0,0,93217,83822,9395,1.83,1.64,0.18,5101416,20.4,4449.898,0.708,NA,Moderna - mRNA-1273
PSE,Asia,Palestine,2021-04-01,244645,2645,47956.293,518.483,0,0,93217,83822,9395,1.83,1.64,0.18,5101416,20.4,4449.898,0.708,NA,Pfizer BioNTech - Comirnaty
PAN,North America,Panama,2021-04-01,355499,6119,82391.22,1418.153,2161138,500.87,373491,0,0,8.66,0,0,4314768,29.7,22267.037,0.815,35,Pfizer BioNTech - Comirnaty
PNG,Oceania,Papua New Guinea,2021-04-01,6112,60,683.132,6.706,0,0,0,0,0,0,0,0,8947027,22.6,3823.194,0.555,27,AstraZeneca - AZD1222
PNG,Oceania,Papua New Guinea,2021-04-01,6112,60,683.132,6.706,0,0,0,0,0,0,0,0,8947027,22.6,3823.194,0.555,27,Beijing CNBG - Inactivated
PNG,Oceania,Papua New Guinea,2021-04-01,6112,60,683.132,6.706,0,0,0,0,0,0,0,0,8947027,22.6,3823.194,0.555,27,SII - Covishield
PRY,South America,Paraguay,2021-04-01,216278,4250,30322.761,595.861,912353,127.914,0,0,0,0,0,0,7132530,26.5,8827.01,0.728,28,AstraZeneca - AZD1222
PRY,South America,Paraguay,2021-04-01,216278,4250,30322.761,595.861,912353,127.914,0,0,0,0,0,0,7132530,26.5,8827.01,0.728,28,Beijing CNBG - Inactivated
PRY,South America,Paraguay,2021-04-01,216278,4250,30322.761,595.861,912353,127.914,0,0,0,0,0,0,7132530,26.5,8827.01,0.728,28,Bharat - Covaxin
PRY,South America,Paraguay,2021-04-01,216278,4250,30322.761,595.861,912353,127.914,0,0,0,0,0,0,7132530,26.5,8827.01,0.728,28,Gamaleya - Sputnik V
PRY,South America,Paraguay,2021-04-01,216278,4250,30322.761,595.861,912353,127.914,0,0,0,0,0,0,7132530,26.5,8827.01,0.728,28,Sinovac - CoronaVac
PER,South America,Peru,2021-04-01,1561723,52161,47365.349,1581.986,3137999,95.172,984449,630928,353521,2.99,1.91,1.07,32971846,29.1,12236.706,0.777,38,Beijing CNBG - Inactivated
PER,South America,Peru,2021-04-01,1561723,52161,47365.349,1581.986,3137999,95.172,984449,630928,353521,2.99,1.91,1.07,32971846,29.1,12236.706,0.777,38,Pfizer BioNTech - Comirnaty
PER,South America,Peru,2021-04-01,1561723,52161,47365.349,1581.986,3137999,95.172,984449,630928,353521,2.99,1.91,1.07,32971846,29.1,12236.706,0.777,38,Wuhan CNBG - Inactivated
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,AstraZeneca - AZD1222
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Beijing CNBG - Inactivated
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Bharat - Covaxin
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Gamaleya - Sputnik V
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Janssen - Ad26.COV 2.5
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Moderna - mRNA-1273
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Novavax - Covavax
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Pfizer BioNTech - Comirnaty
PHL,Asia,Philippines,2021-04-01,756199,13303,6900.817,121.399,9713660,88.644,0,0,0,0,0,0,109581085,25.2,7599.188,0.718,34,Sinovac - CoronaVac
